time_unit,real_y,synth_y
2021-01-01,5.3,5.300001095480431
2021-02-01,4.8,4.851706163463992
2021-03-01,4.7,4.798296117276686
2021-04-01,4.5,4.464038278099587
2021-05-01,4.4,4.258257096027879
2021-06-01,5,4.9578460981925785
2021-07-01,4.8,4.748228141617861
2021-08-01,4.6,4.528181044023862
2021-09-01,4.2,4.114443459527757
2021-10-01,3.9,3.83480887453063
2021-11-01,3.7,3.6973217125292175
2021-12-01,3.1,3.1873173335980955
2022-01-01,3.9,3.89141175139527
2022-02-01,3.3,3.4372617506156007
2022-03-01,3,3.1165867038987956
2022-04-01,2.8,2.766592426834473
2022-05-01,2.9,2.876460349548978
2022-06-01,3.3,3.3562445175284106
2022-07-01,3.2,3.1510256253783386
2022-08-01,3.2,3.199998383615522
2022-09-01,3,3.1033023688904335
2022-10-01,4.7,3.0122308797741852
2022-11-01,4.2,2.9675640856147942
2022-12-01,3.4,2.6443180843741994
2023-01-01,3.5,3.1533656432365706
2023-02-01,3.2,3.0226539507461037
2023-03-01,3.1,2.9376246031918187
2023-04-01,2.7,2.587730051904838
2023-05-01,3.1,2.9435663701218617
2023-06-01,3.4,3.2795842793378527
2023-07-01,3.4,3.360694093696308
2023-08-01,3.6,3.5900631812487895
2023-09-01,3.5,3.5861935109416305
2023-10-01,3.5,3.4500634690627017
2023-11-01,3.3,3.3164958402571183
2023-12-01,3.1,3.165425885795413
