time_unit,real_y,synth_y
2021-01-01,5.3,5.299986499587428
2021-02-01,4.8,4.833270899733975
2021-03-01,4.7,4.800017025392141
2021-04-01,4.5,4.583310139515942
2021-05-01,4.4,4.399929899821719
2021-06-01,5,5.033275800139936
2021-07-01,4.8,4.80001518128177
2021-08-01,4.6,4.5332972391471715
2021-09-01,4.2,4.116643713510833
2021-10-01,3.9,3.8999662986725703
2021-11-01,3.7,3.7000060945298916
2021-12-01,3.1,3.183346430469831
2022-01-01,3.9,3.8167185622545388
2022-02-01,3.3,3.383406427283463
2022-03-01,3,3.083383435400856
2022-04-01,2.8,2.783322043130294
2022-05-01,2.9,2.8833553598322856
2022-06-01,3.3,3.3000369610454845
2022-07-01,3.2,3.1999914754220278
2022-08-01,3.2,3.200013520505291
2022-09-01,3,3.0833919161015793
2022-10-01,4.7,2.9833613903217384
2022-11-01,4.2,2.983359994860663
2022-12-01,3.4,2.58337495472086
2023-01-01,3.5,3.1000509740856113
2023-02-01,3.2,2.9833942088653904
2023-03-01,3.1,2.9667355995306535
2023-04-01,2.7,2.666676998182243
2023-05-01,3.1,3.083339004519304
2023-06-01,3.4,3.3999822053486928
2023-07-01,3.4,3.400019210275572
2023-08-01,3.6,3.600059006116312
2023-09-01,3.5,3.5834387971695296
2023-10-01,3.5,3.5667309644732588
2023-11-01,3.3,3.383392364738438
2023-12-01,3.1,3.266748266602167
