time_unit,real_y,synth_y
2021-01-01,5.3,5.306689129991423
2021-02-01,4.8,4.807076994713919
2021-03-01,4.7,4.775209161356519
2021-04-01,4.5,4.59017344698516
2021-05-01,4.4,4.405913440847634
2021-06-01,5,5.021265563624265
2021-07-01,4.8,4.805525578246254
2021-08-01,4.6,4.5216534283467595
2021-09-01,4.2,4.106301301327897
2021-10-01,3.9,3.8905613159498866
2021-11-01,3.7,3.6752091846887933
2021-12-01,3.1,3.1755970494112886
2022-01-01,3.9,3.790561318071003
2022-02-01,3.3,3.3752091910521407
2022-03-01,3,3.0752091974154885
2022-04-01,2.8,2.775597057895752
2022-05-01,2.9,2.8752092016577198
2022-06-01,3.3,3.2909491827934985
2022-07-01,3.2,3.174821341177456
2022-08-01,3.2,3.1905613307976983
2022-09-01,3,3.0594692077952463
2022-10-01,4.7,2.97559705365352
2022-11-01,4.2,2.959469209916362
2022-12-01,3.4,2.560244926634658
2023-01-01,3.5,3.0594692077952463
2023-02-01,3.2,2.959469209916362
2023-03-01,3.1,2.9433413661792036
2023-04-01,2.7,2.643729226659468
2023-05-01,3.1,3.02721352032093
2023-06-01,3.4,3.374045628701392
2023-07-01,3.4,3.3744334828183082
2023-08-01,3.6,3.5740456244591603
2023-09-01,3.5,3.5583056348389186
2023-10-01,3.5,3.5421777911017602
2023-11-01,3.3,3.342565649460908
2023-12-01,3.1,3.242177797465108
